#Decompressing a basalt COHS closed system at 1473.15 degrees (K). 
#Approx total H2O (wt%) starting fO2: 2.000, final fO2: 1.897
#Approx total CO2 starting fO2: 0.300 (wt%) 3000.0 (ppm), final fO2: 2710.0 (ppm) 
#Approx total C (ppm) starting fO2: 818.008094, final fO2: 821.175979
#Total H (ppm): 2239.252653 wt%: 0.223925
#fTH2 = 0.047602
#
#         	          	          	          	              	              	 Gas:         	            	                	 Gas by mol:  	              	              	              	              	              	              	              	              	              	 Gas by mass: 	              	              	              	              	              	              	              	              	              	 Melt (wt%): 	            	            	            	            	            	            	            	            	            	 Ratios: 
P	NNO	fo2	F	rho_bulk	rho_melt	Exsol_vol%	Gas_wt	mol_mass	mH2O	mH2	mO2	mCO2	mCO	mCH4	mSO2	mH2S	mS2	mN2	wH2O	wH2	wO2	wCO2	wCO	wCH4	wSO2	wH2S	wS2	wN2	H2O_melt	H2_melt	CO2_melt	CO_melt	CH4_melt	graph_melt	S2-_melt	S6+_melt	Stot_melt	N_melt	mCO2/CO	mCO2/H2O	mCO2/SO2	mH2S/SO2	fH2	fH2O	fCO2	fCO	fCH4	fSO2	fH2S	fS2	fN2	tot_H	tot_C	tot_O_gas	tot_O	tot_S	tot_N
3214.5338 	 -0.000 	 3.447e-08 	 0.126 	 2717.764 	 2717.764 	 2.54e-06 	 1e-06 	 0.0408 	 0.114414 	 0.000601169 	 5.96472e-12 	 0.861554 	 0.016328 	 5.11461e-09 	 0.00549955 	 0.00141556 	 0.000187836 	 0.0 	 0.0504591 	 2.96751e-05 	 4.67244e-12 	 0.928214 	 0.0111961 	 2.00865e-09 	 0.008625 	 0.00118102 	 0.000294889 	 0.0 	 2.0 	 0.000128605 	 0.3 	 0.000739708 	 4.99565e-11 	 0.0 	 0.0499562 	 0.250044 	 0.3 	 0.0 	 52.7654 	 7.53014 	 156.659 	 0.257395 	 2.8274085 	 400.67 	 6210.44 	 108.185 	 3.61033e-05 	 36.242644 	 12.134418 	 1.0415138 	 0.0 	 2239.2527 	 821.17682 	 19947.531 	 50633.366 	 3000.0001 	 0.0 
3214.0 	 +0.000 	 3.447e-08 	 0.126 	 2585.176 	 2585.178 	 0.000125 	 5.1917e-05 	 0.040848 	 0.114433 	 0.000601267 	 5.96573e-12 	 0.861535 	 0.0163276 	 5.11445e-09 	 0.0054996 	 0.00141556 	 0.000187807 	 0.0 	 0.050468 	 2.96803e-05 	 4.67328e-12 	 0.928205 	 0.011196 	 2.00861e-09 	 0.00862518 	 0.00118104 	 0.000294848 	 0.0 	 2.0 	 0.000128604 	 0.299952 	 0.000739635 	 4.99467e-11 	 0.0 	 0.0499482 	 0.250052 	 0.3 	 0.0 	 5.276550e+01 	 7.528743e+00 	 1.566542e+02 	 2.573934e-01 	 2.8273988 	 400.669 	 6.209271e+03 	 1.081648e+02 	 3.60962e-05 	 36.236973 	 12.13245 	 1.0411831 	 0.0 	 2239.2527 	 821.17682 	 19947.53 	 50633.366 	 3000.0001 	 0 
3213.0 	 -0.000 	 3.446e-08 	 0.126 	 2585.158 	 2585.167 	 0.000605 	 0.000250924 	 0.040847 	 0.114478 	 0.000601619 	 5.96794e-12 	 0.861487 	 0.0163278 	 5.11625e-09 	 0.0055015 	 0.00141653 	 0.000187867 	 0.0 	 0.0504891 	 2.96985e-05 	 4.67514e-12 	 0.92818 	 0.0111964 	 2.00937e-09 	 0.0086284 	 0.00118188 	 0.000294951 	 0.0 	 1.99999 	 0.00012862 	 0.299764 	 0.000739322 	 4.99303e-11 	 0.0 	 0.0499472 	 0.250051 	 0.299999 	 0.0 	 5.276196e+01 	 7.525383e+00 	 1.565913e+02 	 2.574813e-01 	 2.8276724 	 400.666 	 6.204721e+03 	 1.080970e+02 	 3.60844e-05 	 36.224769 	 12.132106 	 1.0409226 	 0.0 	 2239.2527 	 821.17682 	 19947.525 	 50633.366 	 3000.0001 	 0 
3212.0 	 -0.000 	 3.445e-08 	 0.126 	 2585.140 	 2585.154 	 0.000999 	 0.000414003 	 0.040846 	 0.114519 	 0.000601935 	 5.96958e-12 	 0.861443 	 0.0163283 	 5.11809e-09 	 0.00550269 	 0.00141731 	 0.000187911 	 0.0 	 0.0505087 	 2.97149e-05 	 4.67655e-12 	 0.928156 	 0.0111971 	 2.01015e-09 	 0.0086305 	 0.00118256 	 0.000295027 	 0.0 	 1.99998 	 0.000128636 	 0.29961 	 0.000739094 	 4.99208e-11 	 0.0 	 0.0499464 	 0.250051 	 0.299998 	 0.0 	 5.275767e+01 	 7.522278e+00 	 1.565493e+02 	 2.575672e-01 	 2.8279522 	 400.663 	 6.200992e+03 	 1.080435e+02 	 3.60775e-05 	 36.212585 	 12.131808 	 1.0406655 	 0.0 	 2239.2527 	 821.17682 	 19947.52 	 50633.366 	 3000.0001 	 0 
3211.0 	 -0.000 	 3.445e-08 	 0.126 	 2585.121 	 2585.142 	 0.001393 	 0.000577043 	 0.040845 	 0.11456 	 0.000602252 	 5.97122e-12 	 0.861399 	 0.0163288 	 5.11994e-09 	 0.00550389 	 0.00141809 	 0.000187955 	 0.0 	 0.0505283 	 2.97314e-05 	 4.67796e-12 	 0.928133 	 0.0111977 	 2.01093e-09 	 0.00863261 	 0.00118325 	 0.000295103 	 0.0 	 1.99997 	 0.000128652 	 0.299457 	 0.000738866 	 4.99113e-11 	 0.0 	 0.0499455 	 0.250051 	 0.299997 	 0.0 	 5.275339e+01 	 7.519174e+00 	 1.565073e+02 	 2.576531e-01 	 2.8282321 	 400.66 	 6.197264e+03 	 1.079900e+02 	 3.60707e-05 	 36.200406 	 12.13151 	 1.0404085 	 0.0 	 2239.2527 	 821.17682 	 19947.515 	 50633.366 	 3000.0001 	 0 
3210.0 	 -0.000 	 3.444e-08 	 0.126 	 2585.103 	 2585.129 	 0.001787 	 0.000740043 	 0.040844 	 0.114602 	 0.000602569 	 5.97287e-12 	 0.861354 	 0.0163293 	 5.12178e-09 	 0.00550508 	 0.00141887 	 0.000187998 	 0.0 	 0.0505479 	 2.97478e-05 	 4.67938e-12 	 0.92811 	 0.0111983 	 2.0117e-09 	 0.00863471 	 0.00118393 	 0.00029518 	 0.0 	 1.99996 	 0.000128669 	 0.299303 	 0.000738638 	 4.99018e-11 	 0.0 	 0.0499447 	 0.250051 	 0.299996 	 0.0 	 5.274910e+01 	 7.516069e+00 	 1.564653e+02 	 2.577390e-01 	 2.8285119 	 400.657 	 6.193538e+03 	 1.079366e+02 	 3.60638e-05 	 36.18823 	 12.131213 	 1.0401515 	 0.0 	 2239.2527 	 821.17682 	 19947.511 	 50633.366 	 3000.0001 	 0 
3209.0 	 -0.000 	 3.443e-08 	 0.126 	 2585.085 	 2585.117 	 0.002182 	 0.000903003 	 0.040843 	 0.114643 	 0.000602886 	 5.97452e-12 	 0.86131 	 0.0163298 	 5.12363e-09 	 0.00550628 	 0.00141966 	 0.000188042 	 0.0 	 0.0505675 	 2.97642e-05 	 4.68079e-12 	 0.928087 	 0.0111989 	 2.01248e-09 	 0.00863681 	 0.00118461 	 0.000295256 	 0.0 	 1.99995 	 0.000128685 	 0.299149 	 0.00073841 	 4.98923e-11 	 0.0 	 0.0499438 	 0.250051 	 0.299995 	 0.0 	 5.274482e+01 	 7.512965e+00 	 1.564233e+02 	 2.578249e-01 	 2.8287918 	 400.654 	 6.189813e+03 	 1.078831e+02 	 3.60569e-05 	 36.176058 	 12.130915 	 1.0398946 	 0.0 	 2239.2527 	 821.17682 	 19947.506 	 50633.366 	 3000.0001 	 0 
3208.0 	 -0.000 	 3.442e-08 	 0.126 	 2585.067 	 2585.104 	 0.002576 	 0.00106592 	 0.040842 	 0.114685 	 0.000603203 	 5.97616e-12 	 0.861266 	 0.0163302 	 5.12547e-09 	 0.00550747 	 0.00142044 	 0.000188086 	 0.0 	 0.0505872 	 2.97807e-05 	 4.6822e-12 	 0.928064 	 0.0111996 	 2.01326e-09 	 0.00863892 	 0.0011853 	 0.000295333 	 0.0 	 1.99994 	 0.000128701 	 0.298995 	 0.000738182 	 4.98828e-11 	 0.0 	 0.049943 	 0.250051 	 0.299994 	 0.0 	 5.274053e+01 	 7.509862e+00 	 1.563813e+02 	 2.579109e-01 	 2.8290718 	 400.651 	 6.186089e+03 	 1.078297e+02 	 3.605e-05 	 36.16389 	 12.130617 	 1.0396378 	 0.0 	 2239.2527 	 821.17682 	 19947.501 	 50633.366 	 3000.0001 	 0 
3207.0 	 -0.000 	 3.442e-08 	 0.126 	 2585.048 	 2585.092 	 0.002971 	 0.0012288 	 0.040841 	 0.114726 	 0.000603521 	 5.97781e-12 	 0.861222 	 0.0163307 	 5.12732e-09 	 0.00550867 	 0.00142122 	 0.00018813 	 0.0 	 0.0506068 	 2.97971e-05 	 4.68362e-12 	 0.928041 	 0.0112002 	 2.01404e-09 	 0.00864102 	 0.00118598 	 0.000295409 	 0.0 	 1.99994 	 0.000128718 	 0.298842 	 0.000737955 	 4.98732e-11 	 0.0 	 0.0499421 	 0.250051 	 0.299993 	 0.0 	 5.273625e+01 	 7.506759e+00 	 1.563393e+02 	 2.579969e-01 	 2.8293517 	 400.648 	 6.182367e+03 	 1.077763e+02 	 3.60431e-05 	 36.151726 	 12.130319 	 1.039381 	 0.0 	 2239.2527 	 821.17682 	 19947.497 	 50633.366 	 3000.0001 	 0 
3206.0 	 -0.000 	 3.441e-08 	 0.126 	 2585.030 	 2585.080 	 0.003365 	 0.00139165 	 0.040840 	 0.114768 	 0.000603838 	 5.97946e-12 	 0.861177 	 0.0163312 	 5.12917e-09 	 0.00550987 	 0.001422 	 0.000188173 	 0.0 	 0.0506265 	 2.98136e-05 	 4.68503e-12 	 0.928018 	 0.0112008 	 2.01482e-09 	 0.00864313 	 0.00118667 	 0.000295486 	 0.0 	 1.99993 	 0.000128734 	 0.298688 	 0.000737727 	 4.98637e-11 	 0.0 	 0.0499413 	 0.250051 	 0.299992 	 0.0 	 5.273196e+01 	 7.503657e+00 	 1.562973e+02 	 2.580830e-01 	 2.8296317 	 400.645 	 6.178647e+03 	 1.077229e+02 	 3.60362e-05 	 36.139566 	 12.130022 	 1.0391243 	 0.0 	 2239.2527 	 821.17682 	 19947.492 	 50633.366 	 3000.0001 	 0 
