#Decompressing a basalt COHS closed system at 1473.15 degrees (K). 
#Approx total H2O (wt%) starting fO2: 2.000, final fO2: 1.894
#Approx total CO2 starting fO2: 0.300 (wt%) 3000.0 (ppm), final fO2: 2698.0 (ppm) 
#Approx total C (ppm) starting fO2: 818.008670, final fO2: 826.605716
#Total H (ppm): 2243.562289 wt%: 0.224356
#fTH2 = 0.051592
#
#         	          	          	          	              	              	 Gas:         	            	                	 Gas by mol:  	              	              	              	              	              	              	              	              	              	 Gas by mass: 	              	              	              	              	              	              	              	              	              	 Melt (wt%): 	            	            	            	            	            	            	            	            	            	 Ratios: 
P	NNO	fo2	F	rho_bulk	rho_melt	Exsol_vol%	Gas_wt	mol_mass	mH2O	mH2	mO2	mCO2	mCO	mCH4	mSO2	mH2S	mS2	mN2	wH2O	wH2	wO2	wCO2	wCO	wCH4	wSO2	wH2S	wS2	wN2	H2O_melt	H2_melt	CO2_melt	CO_melt	CH4_melt	graph_melt	S2-_melt	S6+_melt	Stot_melt	N_melt	mCO2/CO	mCO2/H2O	mCO2/SO2	mH2S/SO2	fH2	fH2O	fCO2	fCO	fCH4	fSO2	fH2S	fS2	fN2	tot_H	tot_C	tot_O_gas	tot_O	tot_S	tot_N
3280.4901 	 -1.000 	 3.463e-09 	 0.080 	 2718.792 	 2718.793 	 2.53e-06 	 1e-06 	 0.0402 	 0.111685 	 0.00184434 	 5.80452e-13 	 0.831058 	 0.0497709 	 4.88665e-07 	 0.000596738 	 0.00481594 	 0.00022827 	 0.0 	 0.0500491 	 9.25074e-05 	 4.62019e-13 	 0.909783 	 0.0346777 	 1.95004e-07 	 0.000950946 	 0.00408274 	 0.000364141 	 0.0 	 2.0 	 0.000559678 	 0.3 	 0.00200711 	 4.94849e-09 	 0.0 	 0.176486 	 0.0235142 	 0.2 	 0.0 	 16.6977 	 7.44107 	 1392.67 	 8.07045 	 8.9198756 	 400.67 	 6210.44 	 341.301 	 0.00357625 	 4.0778368 	 42.868635 	 1.3060684 	 0.0 	 2243.5623 	 826.60665 	 19954.77 	 48499.022 	 2000.0 	 0.0 
3280.0 	 -1.000 	 3.463e-09 	 0.080 	 2586.273 	 2586.275 	 0.000111 	 4.60747e-05 	 0.040201 	 0.111702 	 0.00184458 	 5.80554e-13 	 0.831042 	 0.0497693 	 4.88629e-07 	 0.000596834 	 0.00481652 	 0.000228298 	 0.0 	 0.050057 	 9.25208e-05 	 4.62105e-13 	 0.909775 	 0.034677 	 1.94991e-07 	 0.00095111 	 0.00408328 	 0.00036419 	 0.0 	 2.0 	 0.000559667 	 0.299957 	 0.00200691 	 4.94738e-09 	 0.0 	 0.176481 	 0.0235185 	 0.2 	 0.0 	 1.669787e+01 	 7.439835e+00 	 1.392417e+03 	 8.070122e+00 	 8.9197436 	 400.67 	 6.209390e+03 	 3.412395e+02 	 0.00357545 	 4.0778875 	 42.867436 	 1.306034 	 0.0 	 2243.5623 	 826.60665 	 19954.762 	 48499.022 	 2000.0 	 0 
3279.0 	 -1.000 	 3.463e-09 	 0.080 	 2586.255 	 2586.263 	 0.000570 	 0.000237292 	 0.040200 	 0.111744 	 0.00184554 	 5.80827e-13 	 0.830997 	 0.0497672 	 4.8869e-07 	 0.000597128 	 0.00481971 	 0.00022839 	 0.0 	 0.0500776 	 9.25712e-05 	 4.62335e-13 	 0.909751 	 0.0346764 	 1.95021e-07 	 0.000951604 	 0.00408609 	 0.000364347 	 0.0 	 1.99999 	 0.000559696 	 0.299774 	 0.00200599 	 4.94473e-09 	 0.0 	 0.176476 	 0.0235225 	 0.199999 	 0.0 	 1.669769e+01 	 7.436582e+00 	 1.391658e+03 	 8.071488e+00 	 8.9200981 	 400.666 	 6.204956e+03 	 3.410125e+02 	 0.00357353 	 4.0771769 	 42.865859 	 1.3058341 	 0.0 	 2243.5623 	 826.60665 	 19954.723 	 48499.022 	 2000.0 	 0 
3278.0 	 -1.000 	 3.463e-09 	 0.080 	 2586.237 	 2586.251 	 0.000953 	 0.000396237 	 0.040199 	 0.111784 	 0.0018464 	 5.8104e-13 	 0.830955 	 0.0497662 	 4.8877e-07 	 0.000597337 	 0.0048223 	 0.000228461 	 0.0 	 0.0500968 	 9.26172e-05 	 4.62518e-13 	 0.909729 	 0.0346767 	 1.95058e-07 	 0.000951964 	 0.0040884 	 0.00036447 	 0.0 	 1.99998 	 0.000559731 	 0.299622 	 0.0020053 	 4.94284e-09 	 0.0 	 0.176472 	 0.023526 	 0.199998 	 0.0 	 1.669715e+01 	 7.433556e+00 	 1.391097e+03 	 8.072985e+00 	 8.9205407 	 400.663 	 6.201268e+03 	 3.408293e+02 	 0.00357217 	 4.0763791 	 42.86451 	 1.3056223 	 0.0 	 2243.5623 	 826.60665 	 19954.69 	 48499.022 	 2000.0 	 0 
3277.0 	 -1.000 	 3.462e-09 	 0.080 	 2586.219 	 2586.238 	 0.001335 	 0.000555144 	 0.040198 	 0.111824 	 0.00184727 	 5.81254e-13 	 0.830912 	 0.0497653 	 4.8885e-07 	 0.000597547 	 0.00482489 	 0.000228532 	 0.0 	 0.050116 	 9.26633e-05 	 4.627e-13 	 0.909707 	 0.034677 	 1.95095e-07 	 0.000952324 	 0.0040907 	 0.000364593 	 0.0 	 1.99997 	 0.000559767 	 0.29947 	 0.00200461 	 4.94096e-09 	 0.0 	 0.176468 	 0.0235294 	 0.199997 	 0.0 	 1.669662e+01 	 7.430531e+00 	 1.390537e+03 	 8.074483e+00 	 8.9209833 	 400.66 	 6.197581e+03 	 3.406462e+02 	 0.00357081 	 4.0755813 	 42.863161 	 1.3054106 	 0.0 	 2243.5623 	 826.60665 	 19954.656 	 48499.022 	 2000.0 	 0 
3276.0 	 -1.000 	 3.462e-09 	 0.080 	 2586.201 	 2586.226 	 0.001718 	 0.000714012 	 0.040197 	 0.111864 	 0.00184814 	 5.81467e-13 	 0.830869 	 0.0497643 	 4.8893e-07 	 0.000597757 	 0.00482748 	 0.000228603 	 0.0 	 0.0501351 	 9.27093e-05 	 4.62882e-13 	 0.909684 	 0.0346772 	 1.95133e-07 	 0.000952685 	 0.00409301 	 0.000364716 	 0.0 	 1.99996 	 0.000559802 	 0.299318 	 0.00200391 	 4.93908e-09 	 0.0 	 0.176464 	 0.0235329 	 0.199997 	 0.0 	 1.669608e+01 	 7.427506e+00 	 1.389977e+03 	 8.075981e+00 	 8.921426 	 400.657 	 6.193896e+03 	 3.404632e+02 	 0.00356945 	 4.0747836 	 42.861811 	 1.3051988 	 0.0 	 2243.5623 	 826.60665 	 19954.622 	 48499.022 	 2000.0 	 0 
3275.0 	 -1.000 	 3.461e-09 	 0.080 	 2586.183 	 2586.213 	 0.002100 	 0.000872841 	 0.040195 	 0.111904 	 0.00184901 	 5.81681e-13 	 0.830827 	 0.0497634 	 4.8901e-07 	 0.000597968 	 0.00483007 	 0.000228674 	 0.0 	 0.0501543 	 9.27554e-05 	 4.63065e-13 	 0.909662 	 0.0346775 	 1.9517e-07 	 0.000953045 	 0.00409532 	 0.000364839 	 0.0 	 1.99995 	 0.000559838 	 0.299166 	 0.00200322 	 4.9372e-09 	 0.0 	 0.17646 	 0.0235363 	 0.199996 	 0.0 	 1.669555e+01 	 7.424481e+00 	 1.389418e+03 	 8.077480e+00 	 8.9218688 	 400.654 	 6.190212e+03 	 3.402802e+02 	 0.00356809 	 4.0739859 	 42.860461 	 1.3049871 	 0.0 	 2243.5623 	 826.60665 	 19954.588 	 48499.022 	 2000.0 	 0 
3274.0 	 -1.000 	 3.461e-09 	 0.080 	 2586.165 	 2586.201 	 0.002483 	 0.00103163 	 0.040194 	 0.111944 	 0.00184988 	 5.81895e-13 	 0.830784 	 0.0497624 	 4.8909e-07 	 0.000598178 	 0.00483267 	 0.000228745 	 0.0 	 0.0501735 	 9.28016e-05 	 4.63247e-13 	 0.90964 	 0.0346777 	 1.95207e-07 	 0.000953406 	 0.00409763 	 0.000364962 	 0.0 	 1.99994 	 0.000559874 	 0.299014 	 0.00200253 	 4.93532e-09 	 0.0 	 0.176455 	 0.0235398 	 0.199995 	 0.0 	 1.669501e+01 	 7.421457e+00 	 1.388858e+03 	 8.078980e+00 	 8.9223116 	 400.651 	 6.186530e+03 	 3.400973e+02 	 0.00356673 	 4.0731882 	 42.85911 	 1.3047753 	 0.0 	 2243.5623 	 826.60665 	 19954.554 	 48499.022 	 2000.0 	 0 
3273.0 	 -1.000 	 3.461e-09 	 0.080 	 2586.147 	 2586.188 	 0.002866 	 0.00119038 	 0.040193 	 0.111983 	 0.00185075 	 5.82108e-13 	 0.830741 	 0.0497614 	 4.8917e-07 	 0.000598388 	 0.00483527 	 0.000228816 	 0.0 	 0.0501928 	 9.28477e-05 	 4.6343e-13 	 0.909617 	 0.034678 	 1.95244e-07 	 0.000953767 	 0.00409994 	 0.000365086 	 0.0 	 1.99993 	 0.000559909 	 0.298862 	 0.00200184 	 4.93344e-09 	 0.0 	 0.176451 	 0.0235432 	 0.199994 	 0.0 	 1.669448e+01 	 7.418433e+00 	 1.388298e+03 	 8.080479e+00 	 8.9227544 	 400.647 	 6.182849e+03 	 3.399144e+02 	 0.00356538 	 4.0723907 	 42.85776 	 1.3045636 	 0.0 	 2243.5623 	 826.60665 	 19954.521 	 48499.022 	 2000.0 	 0 
3272.0 	 -1.000 	 3.460e-09 	 0.080 	 2586.128 	 2586.176 	 0.003250 	 0.0013491 	 0.040192 	 0.112023 	 0.00185162 	 5.82322e-13 	 0.830699 	 0.0497605 	 4.8925e-07 	 0.000598599 	 0.00483786 	 0.000228887 	 0.0 	 0.050212 	 9.28939e-05 	 4.63613e-13 	 0.909595 	 0.0346783 	 1.95281e-07 	 0.000954128 	 0.00410225 	 0.000365209 	 0.0 	 1.99993 	 0.000559945 	 0.29871 	 0.00200114 	 4.93156e-09 	 0.0 	 0.176447 	 0.0235467 	 0.199994 	 0.0 	 1.669394e+01 	 7.415410e+00 	 1.387738e+03 	 8.081980e+00 	 8.9231973 	 400.644 	 6.179170e+03 	 3.397316e+02 	 0.00356402 	 4.0715931 	 42.856409 	 1.3043518 	 0.0 	 2243.5623 	 826.60665 	 19954.487 	 48499.022 	 2000.0 	 0 
3271.0 	 -1.000 	 3.460e-09 	 0.080 	 2586.110 	 2586.163 	 0.003633 	 0.00150777 	 0.040191 	 0.112063 	 0.00185249 	 5.82537e-13 	 0.830656 	 0.0497595 	 4.8933e-07 	 0.00059881 	 0.00484047 	 0.000228959 	 0.0 	 0.0502312 	 9.29401e-05 	 4.63796e-13 	 0.909573 	 0.0346785 	 1.95319e-07 	 0.00095449 	 0.00410457 	 0.000365332 	 0.0 	 1.99992 	 0.00055998 	 0.298558 	 0.00200045 	 4.92968e-09 	 0.0 	 0.176443 	 0.0235501 	 0.199993 	 0.0 	 1.669341e+01 	 7.412387e+00 	 1.387179e+03 	 8.083480e+00 	 8.9236403 	 400.641 	 6.175491e+03 	 3.395489e+02 	 0.00356266 	 4.0707956 	 42.855057 	 1.3041401 	 0.0 	 2243.5623 	 826.60665 	 19954.453 	 48499.022 	 2000.0 	 0 
3270.0 	 -1.000 	 3.459e-09 	 0.080 	 2586.092 	 2586.151 	 0.004016 	 0.00166641 	 0.040190 	 0.112103 	 0.00185337 	 5.82751e-13 	 0.830613 	 0.0497586 	 4.8941e-07 	 0.00059902 	 0.00484307 	 0.00022903 	 0.0 	 0.0502505 	 9.29864e-05 	 4.63979e-13 	 0.90955 	 0.0346788 	 1.95356e-07 	 0.000954851 	 0.00410689 	 0.000365456 	 0.0 	 1.99991 	 0.000560016 	 0.298406 	 0.00199976 	 4.9278e-09 	 0.0 	 0.176439 	 0.0235536 	 0.199992 	 0.0 	 1.669287e+01 	 7.409365e+00 	 1.386620e+03 	 8.084982e+00 	 8.9240833 	 400.638 	 6.171815e+03 	 3.393662e+02 	 0.0035613 	 4.0699982 	 42.853706 	 1.3039283 	 0.0 	 2243.5623 	 826.60665 	 19954.419 	 48499.022 	 2000.0 	 0 
