#Decompressing a basalt COHS closed system at 1473.15 degrees (K). 
#Approx total H2O (wt%) starting fO2: 3.000, final fO2: 2.904
#Approx total CO2 starting fO2: 0.300 (wt%) 2999.0 (ppm), final fO2: 2789.0 (ppm) 
#Approx total C (ppm) starting fO2: 818.007982, final fO2: 821.067356
#Total H (ppm): 3360.114605 wt%: 0.336011
#fTH2 = 0.031199
#
#         	          	          	          	              	              	 Gas:         	            	                	 Gas by mol:  	              	              	              	              	              	              	              	              	              	 Gas by mass: 	              	              	              	              	              	              	              	              	              	 Melt (wt%): 	            	            	            	            	            	            	            	            	            	 Ratios: 
P	NNO	fo2	F	rho_bulk	rho_melt	Exsol_vol%	Gas_wt	mol_mass	mH2O	mH2	mO2	mCO2	mCO	mCH4	mSO2	mH2S	mS2	mN2	wH2O	wH2	wO2	wCO2	wCO	wCH4	wSO2	wH2S	wS2	wN2	H2O_melt	H2_melt	CO2_melt	CO_melt	CH4_melt	graph_melt	S2-_melt	S6+_melt	Stot_melt	N_melt	mCO2/CO	mCO2/H2O	mCO2/SO2	mH2S/SO2	fH2	fH2O	fCO2	fCO	fCH4	fSO2	fH2S	fS2	fN2	tot_H	tot_C	tot_O_gas	tot_O	tot_S	tot_N
3437.5383 	 +0.000 	 3.503e-08 	 0.125 	 2721.229 	 2721.230 	 2.54e-06 	 1e-06 	 0.0382 	 0.215116 	 0.00110729 	 5.44912e-12 	 0.764 	 0.0144451 	 1.82247e-08 	 0.00347673 	 0.00177142 	 8.34283e-05 	 0.0 	 0.101466 	 5.84578e-05 	 4.56526e-12 	 0.88033 	 0.0105935 	 7.65487e-09 	 0.00583163 	 0.00158066 	 0.000140081 	 0.0 	 3.0 	 0.000316498 	 0.3 	 0.000714297 	 2.00791e-10 	 0.0 	 0.0347992 	 0.165201 	 0.2 	 0.0 	 52.8899 	 3.55158 	 219.747 	 0.509508 	 5.714093 	 816.259 	 6210.44 	 107.321 	 0.000145111 	 25.861007 	 17.220265 	 0.51355769 	 0.0 	 3360.1146 	 821.06782 	 28828.403 	 59159.895 	 2000.0 	 0.0 
3437.0 	 +0.000 	 3.503e-08 	 0.125 	 2530.978 	 2530.980 	 0.000137 	 5.79992e-05 	 0.038193 	 0.215149 	 0.00110745 	 5.45e-12 	 0.763968 	 0.0144445 	 1.82236e-08 	 0.00347674 	 0.00177141 	 8.34147e-05 	 0.0 	 0.101483 	 5.8468e-05 	 4.5661e-12 	 0.880312 	 0.0105933 	 7.65459e-09 	 0.00583176 	 0.00158068 	 0.000140062 	 0.0 	 2.99999 	 0.000316496 	 0.299949 	 0.000714219 	 2.00748e-10 	 0.0 	 0.0347936 	 0.165206 	 0.2 	 0.0 	 5.288999e+01 	 3.550883e+00 	 2.197371e+02 	 5.095028e-01 	 5.7140612 	 816.256 	 6.209200e+03 	 1.072997e+02 	 0.00014508 	 25.856977 	 17.217411 	 0.51339322 	 0.0 	 3360.1146 	 821.06782 	 28828.401 	 59159.895 	 2000.0 	 0 
3436.0 	 -0.000 	 3.502e-08 	 0.125 	 2530.960 	 2530.969 	 0.000654 	 0.00027665 	 0.038191 	 0.215228 	 0.00110807 	 5.45198e-12 	 0.763886 	 0.0144438 	 1.82285e-08 	 0.00347788 	 0.00177255 	 8.34379e-05 	 0.0 	 0.101527 	 5.85035e-05 	 4.56801e-12 	 0.880266 	 0.0105934 	 7.65704e-09 	 0.005834 	 0.00158179 	 0.000140108 	 0.0 	 2.99997 	 0.000316531 	 0.299753 	 0.000713893 	 2.00669e-10 	 0.0 	 0.0347923 	 0.165206 	 0.199999 	 0.0 	 5.288681e+01 	 3.549186e+00 	 2.196412e+02 	 5.096643e-01 	 5.7145532 	 816.245 	 6.204459e+03 	 1.072285e+02 	 0.000145023 	 25.848329 	 17.216559 	 0.51325401 	 0.0 	 3360.1146 	 821.06782 	 28828.39 	 59159.895 	 2000.0 	 0 
3435.0 	 -0.000 	 3.501e-08 	 0.125 	 2530.942 	 2530.957 	 0.001078 	 0.000456005 	 0.038189 	 0.215302 	 0.00110862 	 5.45343e-12 	 0.763811 	 0.0144435 	 1.82336e-08 	 0.00347857 	 0.00177346 	 8.3454e-05 	 0.0 	 0.101566 	 5.85355e-05 	 4.56945e-12 	 0.880223 	 0.0105937 	 7.6596e-09 	 0.00583545 	 0.00158268 	 0.000140142 	 0.0 	 2.99995 	 0.000316567 	 0.299593 	 0.000713654 	 2.0062e-10 	 0.0 	 0.0347912 	 0.165207 	 0.199998 	 0.0 	 5.288284e+01 	 3.547629e+00 	 2.195758e+02 	 5.098232e-01 	 5.7150659 	 816.236 	 6.200570e+03 	 1.071720e+02 	 0.000144988 	 25.839695 	 17.215819 	 0.51311782 	 0.0 	 3360.1146 	 821.06782 	 28828.381 	 59159.895 	 2000.0 	 0 
3434.0 	 -0.000 	 3.500e-08 	 0.125 	 2530.924 	 2530.944 	 0.001502 	 0.000635325 	 0.038187 	 0.215375 	 0.00110917 	 5.45488e-12 	 0.763736 	 0.0144431 	 1.82388e-08 	 0.00347927 	 0.00177436 	 8.34702e-05 	 0.0 	 0.101606 	 5.85675e-05 	 4.5709e-12 	 0.880181 	 0.010594 	 7.66216e-09 	 0.00583691 	 0.00158357 	 0.000140176 	 0.0 	 2.99993 	 0.000316604 	 0.299433 	 0.000713414 	 2.0057e-10 	 0.0 	 0.0347901 	 0.165207 	 0.199997 	 0.0 	 5.287886e+01 	 3.546072e+00 	 2.195104e+02 	 5.099822e-01 	 5.7155786 	 816.227 	 6.196682e+03 	 1.071156e+02 	 0.000144952 	 25.831063 	 17.215079 	 0.51298167 	 0.0 	 3360.1146 	 821.06782 	 28828.372 	 59159.895 	 2000.0 	 0 
3433.0 	 -0.000 	 3.500e-08 	 0.125 	 2530.906 	 2530.932 	 0.001926 	 0.000814609 	 0.038185 	 0.215448 	 0.00110972 	 5.45633e-12 	 0.76366 	 0.0144428 	 1.8244e-08 	 0.00347996 	 0.00177527 	 8.34863e-05 	 0.0 	 0.101646 	 5.85995e-05 	 4.57234e-12 	 0.880138 	 0.0105942 	 7.66472e-09 	 0.00583837 	 0.00158446 	 0.000140211 	 0.0 	 2.99991 	 0.00031664 	 0.299272 	 0.000713174 	 2.00521e-10 	 0.0 	 0.034789 	 0.165207 	 0.199996 	 0.0 	 5.287489e+01 	 3.544516e+00 	 2.194450e+02 	 5.101413e-01 	 5.7160914 	 816.218 	 6.192796e+03 	 1.070592e+02 	 0.000144916 	 25.822433 	 17.214339 	 0.51284555 	 0.0 	 3360.1146 	 821.06782 	 28828.362 	 59159.895 	 2000.0 	 0 
3432.0 	 -0.000 	 3.499e-08 	 0.125 	 2530.888 	 2530.920 	 0.002351 	 0.000993857 	 0.038183 	 0.215522 	 0.00111027 	 5.45778e-12 	 0.763585 	 0.0144424 	 1.82492e-08 	 0.00348066 	 0.00177618 	 8.35025e-05 	 0.0 	 0.101685 	 5.86315e-05 	 4.57379e-12 	 0.880096 	 0.0105945 	 7.66728e-09 	 0.00583983 	 0.00158535 	 0.000140245 	 0.0 	 2.9999 	 0.000316676 	 0.299112 	 0.000712934 	 2.00472e-10 	 0.0 	 0.0347879 	 0.165208 	 0.199995 	 0.0 	 5.287092e+01 	 3.542959e+00 	 2.193797e+02 	 5.103004e-01 	 5.7166042 	 816.209 	 6.188911e+03 	 1.070029e+02 	 0.00014488 	 25.813806 	 17.213599 	 0.51270946 	 0.0 	 3360.1146 	 821.06782 	 28828.353 	 59159.895 	 2000.0 	 0 
3431.0 	 -0.000 	 3.498e-08 	 0.125 	 2530.870 	 2530.908 	 0.002776 	 0.00117307 	 0.038181 	 0.215595 	 0.00111082 	 5.45924e-12 	 0.76351 	 0.0144421 	 1.82544e-08 	 0.00348135 	 0.00177709 	 8.35187e-05 	 0.0 	 0.101725 	 5.86636e-05 	 4.57524e-12 	 0.880054 	 0.0105948 	 7.66984e-09 	 0.00584129 	 0.00158624 	 0.000140279 	 0.0 	 2.99988 	 0.000316713 	 0.298952 	 0.000712695 	 2.00422e-10 	 0.0 	 0.0347868 	 0.165208 	 0.199995 	 0.0 	 5.286694e+01 	 3.541403e+00 	 2.193142e+02 	 5.104596e-01 	 5.717117 	 816.2 	 6.185028e+03 	 1.069465e+02 	 0.000144845 	 25.805182 	 17.212859 	 0.51257341 	 0.0 	 3360.1146 	 821.06782 	 28828.344 	 59159.895 	 2000.0 	 0 
3430.0 	 -0.000 	 3.498e-08 	 0.125 	 2530.851 	 2530.895 	 0.003201 	 0.00135224 	 0.038179 	 0.215669 	 0.00111137 	 5.46069e-12 	 0.763434 	 0.0144418 	 1.82595e-08 	 0.00348205 	 0.001778 	 8.35349e-05 	 0.0 	 0.101765 	 5.86956e-05 	 4.57669e-12 	 0.880011 	 0.0105951 	 7.67241e-09 	 0.00584275 	 0.00158713 	 0.000140313 	 0.0 	 2.99986 	 0.000316749 	 0.298791 	 0.000712455 	 2.00373e-10 	 0.0 	 0.0347856 	 0.165208 	 0.199994 	 0.0 	 5.286297e+01 	 3.539847e+00 	 2.192488e+02 	 5.106188e-01 	 5.7176298 	 816.191 	 6.181146e+03 	 1.068901e+02 	 0.000144809 	 25.796561 	 17.212119 	 0.51243739 	 0.0 	 3360.1146 	 821.06782 	 28828.334 	 59159.895 	 2000.0 	 0 
3429.0 	 -0.000 	 3.497e-08 	 0.125 	 2530.833 	 2530.883 	 0.003626 	 0.00153138 	 0.038178 	 0.215742 	 0.00111192 	 5.46215e-12 	 0.763359 	 0.0144414 	 1.82647e-08 	 0.00348274 	 0.00177891 	 8.35511e-05 	 0.0 	 0.101805 	 5.87278e-05 	 4.57814e-12 	 0.879969 	 0.0105954 	 7.67497e-09 	 0.00584421 	 0.00158802 	 0.000140348 	 0.0 	 2.99984 	 0.000316786 	 0.298631 	 0.000712215 	 2.00323e-10 	 0.0 	 0.0347845 	 0.165208 	 0.199993 	 0.0 	 5.285899e+01 	 3.538291e+00 	 2.191834e+02 	 5.107780e-01 	 5.7181427 	 816.182 	 6.177266e+03 	 1.068338e+02 	 0.000144773 	 25.787943 	 17.211379 	 0.51230141 	 0.0 	 3360.1146 	 821.06782 	 28828.325 	 59159.895 	 2000.0 	 0 
