#Decompressing a basalt COHS closed system at 1473.15 degrees (K). 
#Approx total H2O (wt%) starting fO2: 2.000, final fO2: 1.925
#Approx total CO2 starting fO2: 0.500 (wt%) 4999.0 (ppm), final fO2: 4607.0 (ppm) 
#Approx total C (ppm) starting fO2: 1363.345047, final fO2: 1367.846684
#Total H (ppm): 2239.189097 wt%: 0.223919
#fTH2 = 0.033829
#
#         	          	          	          	              	              	 Gas:         	            	                	 Gas by mol:  	              	              	              	              	              	              	              	              	              	 Gas by mass: 	              	              	              	              	              	              	              	              	              	 Melt (wt%): 	            	            	            	            	            	            	            	            	            	 Ratios: 
P	NNO	fo2	F	rho_bulk	rho_melt	Exsol_vol%	Gas_wt	mol_mass	mH2O	mH2	mO2	mCO2	mCO	mCH4	mSO2	mH2S	mS2	mN2	wH2O	wH2	wO2	wCO2	wCO	wCH4	wSO2	wH2S	wS2	wN2	H2O_melt	H2_melt	CO2_melt	CO_melt	CH4_melt	graph_melt	S2-_melt	S6+_melt	Stot_melt	N_melt	mCO2/CO	mCO2/H2O	mCO2/SO2	mH2S/SO2	fH2	fH2O	fCO2	fCO	fCH4	fSO2	fH2S	fS2	fN2	tot_H	tot_C	tot_O_gas	tot_O	tot_S	tot_N
4315.9035 	 +0.000 	 3.731e-08 	 0.122 	 2735.800 	 2735.800 	 1.86e-06 	 1e-06 	 0.0417 	 0.0794187 	 0.000379386 	 3.96397e-12 	 0.899689 	 0.0168699 	 4.55016e-09 	 0.00290733 	 0.000650512 	 8.53772e-05 	 0.0 	 0.0343 	 1.83395e-05 	 3.04085e-12 	 0.949226 	 0.0113281 	 1.74996e-09 	 0.00446516 	 0.000531492 	 0.00013126 	 0.0 	 2.0 	 0.000122249 	 0.5 	 0.00105111 	 7.75492e-11 	 0.0 	 0.041137 	 0.158863 	 0.2 	 0.0 	 53.3312 	 11.3284 	 309.456 	 0.223749 	 2.7176473 	 400.67 	 11295.3 	 189.125 	 5.60456e-05 	 33.608533 	 9.9922261 	 0.76443844 	 0.0 	 2239.1891 	 1367.8478 	 21403.487 	 51869.521 	 2000.0 	 0.0 
4315.0 	 +0.000 	 3.731e-08 	 0.122 	 2598.737 	 2598.738 	 0.000179 	 0.000101398 	 0.041712 	 0.0794351 	 0.000379462 	 3.96483e-12 	 0.899673 	 0.0168695 	 4.54996e-09 	 0.00290722 	 0.000650476 	 8.53512e-05 	 0.0 	 0.0343074 	 1.83434e-05 	 3.04154e-12 	 0.949219 	 0.011328 	 1.74991e-09 	 0.00446504 	 0.000531468 	 0.000131222 	 0.0 	 2.0 	 0.000122248 	 0.499903 	 0.00105101 	 7.75296e-11 	 0.0 	 0.0411262 	 0.158873 	 0.2 	 0.0 	 5.333142e+01 	 1.132589e+01 	 3.094620e+02 	 2.237455e-01 	 2.7176263 	 400.669 	 1.129275e+04 	 1.890809e+02 	 5.60315e-05 	 33.600223 	 9.9895842 	 0.76404609 	 0.0 	 2239.1891 	 1367.8478 	 21403.483 	 51869.521 	 2000.0 	 0 
4314.0 	 -0.000 	 3.730e-08 	 0.122 	 2598.722 	 2598.730 	 0.000736 	 0.000415851 	 0.041712 	 0.0794632 	 0.000379665 	 3.96631e-12 	 0.899643 	 0.0168696 	 4.55147e-09 	 0.00290829 	 0.000650916 	 8.53747e-05 	 0.0 	 0.0343202 	 1.83535e-05 	 3.04273e-12 	 0.949203 	 0.0113283 	 1.75052e-09 	 0.00446676 	 0.000531837 	 0.00013126 	 0.0 	 1.99999 	 0.000122261 	 0.4996 	 0.00105058 	 7.75025e-11 	 0.0 	 0.0411245 	 0.158874 	 0.199999 	 0.0 	 5.332915e+01 	 1.132150e+01 	 3.093379e+02 	 2.238143e-01 	 2.717858 	 400.665 	 1.128472e+04 	 1.889645e+02 	 5.60119e-05 	 33.589216 	 9.9890602 	 0.76383568 	 0.0 	 2239.1891 	 1367.8478 	 21403.47 	 51869.521 	 2000.0 	 0 
4313.0 	 -0.000 	 3.730e-08 	 0.122 	 2598.706 	 2598.719 	 0.001122 	 0.000634073 	 0.041711 	 0.0794866 	 0.000379831 	 3.96714e-12 	 0.899618 	 0.0168704 	 4.55309e-09 	 0.00290871 	 0.000651211 	 8.53864e-05 	 0.0 	 0.0343308 	 1.83618e-05 	 3.04341e-12 	 0.949191 	 0.0113289 	 1.75117e-09 	 0.00446748 	 0.000532086 	 0.00013128 	 0.0 	 1.99998 	 0.000122276 	 0.499389 	 0.00105034 	 7.74938e-11 	 0.0 	 0.0411232 	 0.158875 	 0.199998 	 0.0 	 5.332535e+01 	 1.131785e+01 	 3.092838e+02 	 2.238829e-01 	 2.7181078 	 400.663 	 1.127915e+04 	 1.888899e+02 	 5.60056e-05 	 33.578196 	 9.9886726 	 0.76363598 	 0.0 	 2239.1891 	 1367.8478 	 21403.46 	 51869.521 	 2000.0 	 0 
4312.0 	 -0.000 	 3.729e-08 	 0.122 	 2598.691 	 2598.707 	 0.001508 	 0.000852239 	 0.041710 	 0.0795101 	 0.000379997 	 3.96797e-12 	 0.899593 	 0.0168711 	 4.55471e-09 	 0.00290914 	 0.000651506 	 8.53981e-05 	 0.0 	 0.0343415 	 1.83701e-05 	 3.04409e-12 	 0.949179 	 0.0113296 	 1.75181e-09 	 0.00446821 	 0.000532335 	 0.0001313 	 0.0 	 1.99997 	 0.00012229 	 0.499178 	 0.00105011 	 7.7485e-11 	 0.0 	 0.0411218 	 0.158876 	 0.199998 	 0.0 	 5.332156e+01 	 1.131420e+01 	 3.092297e+02 	 2.239515e-01 	 2.7183577 	 400.66 	 1.127358e+04 	 1.888152e+02 	 5.59992e-05 	 33.567178 	 9.988285 	 0.76343634 	 0.0 	 2239.1891 	 1367.8478 	 21403.45 	 51869.521 	 2000.0 	 0 
4311.0 	 -0.000 	 3.728e-08 	 0.122 	 2598.676 	 2598.696 	 0.001895 	 0.00107035 	 0.041710 	 0.0795335 	 0.000380163 	 3.96879e-12 	 0.899568 	 0.0168718 	 4.55633e-09 	 0.00290957 	 0.000651802 	 8.54099e-05 	 0.0 	 0.0343521 	 1.83784e-05 	 3.04477e-12 	 0.949166 	 0.0113302 	 1.75246e-09 	 0.00446893 	 0.000532585 	 0.00013132 	 0.0 	 1.99996 	 0.000122305 	 0.498968 	 0.00104988 	 7.74763e-11 	 0.0 	 0.0411205 	 0.158876 	 0.199997 	 0.0 	 5.331776e+01 	 1.131055e+01 	 3.091755e+02 	 2.240201e-01 	 2.7186077 	 400.657 	 1.126801e+04 	 1.887406e+02 	 5.59929e-05 	 33.556164 	 9.9878974 	 0.76323675 	 0.0 	 2239.1891 	 1367.8478 	 21403.44 	 51869.521 	 2000.0 	 0 
4310.0 	 -0.000 	 3.727e-08 	 0.122 	 2598.660 	 2598.685 	 0.002281 	 0.0012884 	 0.041709 	 0.079557 	 0.000380329 	 3.96962e-12 	 0.899543 	 0.0168726 	 4.55795e-09 	 0.00291 	 0.000652098 	 8.54217e-05 	 0.0 	 0.0343627 	 1.83868e-05 	 3.04545e-12 	 0.949154 	 0.0113309 	 1.75311e-09 	 0.00446965 	 0.000532834 	 0.00013134 	 0.0 	 1.99995 	 0.000122319 	 0.498757 	 0.00104965 	 7.74676e-11 	 0.0 	 0.0411192 	 0.158877 	 0.199996 	 0.0 	 5.331397e+01 	 1.130690e+01 	 3.091214e+02 	 2.240888e-01 	 2.7188576 	 400.654 	 1.126245e+04 	 1.886660e+02 	 5.59866e-05 	 33.545154 	 9.9875099 	 0.76303721 	 0.0 	 2239.1891 	 1367.8478 	 21403.43 	 51869.521 	 2000.0 	 0 
4309.0 	 -0.000 	 3.727e-08 	 0.122 	 2598.645 	 2598.674 	 0.002668 	 0.0015064 	 0.041709 	 0.0795804 	 0.000380496 	 3.97045e-12 	 0.899518 	 0.0168733 	 4.55957e-09 	 0.00291043 	 0.000652394 	 8.54334e-05 	 0.0 	 0.0343734 	 1.83951e-05 	 3.04613e-12 	 0.949142 	 0.0113315 	 1.75376e-09 	 0.00447038 	 0.000533084 	 0.00013136 	 0.0 	 1.99995 	 0.000122333 	 0.498547 	 0.00104942 	 7.74588e-11 	 0.0 	 0.0411179 	 0.158878 	 0.199996 	 0.0 	 5.331017e+01 	 1.130325e+01 	 3.090672e+02 	 2.241574e-01 	 2.7191076 	 400.652 	 1.125688e+04 	 1.885914e+02 	 5.59803e-05 	 33.534147 	 9.9871225 	 0.76283773 	 0.0 	 2239.1891 	 1367.8478 	 21403.42 	 51869.521 	 2000.0 	 0 
4308.0 	 -0.000 	 3.726e-08 	 0.122 	 2598.629 	 2598.663 	 0.003055 	 0.00172434 	 0.041708 	 0.0796039 	 0.000380662 	 3.97128e-12 	 0.899492 	 0.016874 	 4.56119e-09 	 0.00291086 	 0.00065269 	 8.54452e-05 	 0.0 	 0.034384 	 1.84034e-05 	 3.04681e-12 	 0.94913 	 0.0113322 	 1.75441e-09 	 0.00447111 	 0.000533334 	 0.00013138 	 0.0 	 1.99994 	 0.000122348 	 0.498337 	 0.00104918 	 7.74501e-11 	 0.0 	 0.0411166 	 0.158878 	 0.199995 	 0.0 	 5.330638e+01 	 1.129961e+01 	 3.090131e+02 	 2.242261e-01 	 2.7193576 	 400.649 	 1.125132e+04 	 1.885169e+02 	 5.5974e-05 	 33.523143 	 9.986735 	 0.7626383 	 0.0 	 2239.1891 	 1367.8478 	 21403.41 	 51869.521 	 2000.0 	 0 
4307.0 	 -0.000 	 3.725e-08 	 0.122 	 2598.614 	 2598.651 	 0.003441 	 0.00194223 	 0.041707 	 0.0796274 	 0.000380829 	 3.97211e-12 	 0.899467 	 0.0168747 	 4.56281e-09 	 0.00291128 	 0.000652986 	 8.5457e-05 	 0.0 	 0.0343947 	 1.84117e-05 	 3.04749e-12 	 0.949117 	 0.0113329 	 1.75506e-09 	 0.00447183 	 0.000533584 	 0.0001314 	 0.0 	 1.99993 	 0.000122362 	 0.498126 	 0.00104895 	 7.74414e-11 	 0.0 	 0.0411153 	 0.158879 	 0.199994 	 0.0 	 5.330258e+01 	 1.129596e+01 	 3.089589e+02 	 2.242949e-01 	 2.7196076 	 400.646 	 1.124576e+04 	 1.884423e+02 	 5.59677e-05 	 33.512143 	 9.9863476 	 0.76243892 	 0.0 	 2239.1891 	 1367.8478 	 21403.4 	 51869.521 	 2000.0 	 0 
